instancia,metodo,tiempo,tamaño,costo,tipo_memoria,iteraciones,T
50,BL-Tabu,2314.22,50,401,ciclos,1000,1000
50,BL-Tabu,2318.52,50,335,ciclos,1000,1000
50,BL-Tabu,2354.06,50,336,ciclos,1000,1000
50,BL-Tabu,2327.36,50,350,ciclos,1000,1000
50,BL-Tabu,2313.77,50,369,ciclos,1000,1000
50,BL-Tabu,2323.55,50,247,ciclos,1000,1000
50,BL-Tabu,2382.35,50,321,ciclos,1000,1000
50,BL-Tabu,2297.7,50,327,ciclos,1000,1000
50,BL-Tabu,2341.65,50,415,ciclos,1000,1000
50,BL-Tabu,2297.62,50,356,ciclos,1000,1000
50,BL-Tabu,2302.89,50,374,ciclos,1000,1000
50,BL-Tabu,2334.52,50,378,ciclos,1000,1000
50,BL-Tabu,2325.0,50,317,ciclos,1000,1000
50,BL-Tabu,2262.43,50,370,ciclos,1000,1000
50,BL-Tabu,2354.24,50,301,ciclos,1000,1000
50,BL-Tabu,2321.45,50,320,ciclos,1000,1000
50,BL-Tabu,2307.11,50,362,ciclos,1000,1000
50,BL-Tabu,2314.45,50,300,ciclos,1000,1000
50,BL-Tabu,2280.97,50,335,ciclos,1000,1000
50,BL-Tabu,2312.53,50,300,ciclos,1000,1000
50,BL-Tabu,2346.73,50,330,ciclos,1000,1000
50,BL-Tabu,2233.85,50,271,ciclos,1000,1000
50,BL-Tabu,2300.32,50,385,ciclos,1000,1000
50,BL-Tabu,2314.36,50,357,ciclos,1000,1000
50,BL-Tabu,2225.28,50,359,ciclos,1000,1000
50,BL-Tabu,2322.91,50,339,ciclos,1000,1000
50,BL-Tabu,2339.05,50,377,ciclos,1000,1000
50,BL-Tabu,2306.22,50,367,ciclos,1000,1000
50,BL-Tabu,2289.46,50,338,ciclos,1000,1000
50,BL-Tabu,2298.52,50,297,ciclos,1000,1000
50,BL-Tabu,2256.77,50,360,ciclos,1000,1000
50,BL-Tabu,2358.13,50,370,ciclos,1000,1000
50,BL-Tabu,2339.53,50,352,ciclos,1000,1000
50,BL-Tabu,2309.23,50,314,ciclos,1000,1000
50,BL-Tabu,2328.79,50,358,ciclos,1000,1000
50,BL-Tabu,2245.51,50,342,ciclos,1000,1000
50,BL-Tabu,2330.99,50,355,ciclos,1000,1000
50,BL-Tabu,2287.16,50,344,ciclos,1000,1000
50,BL-Tabu,2243.5,50,323,ciclos,1000,1000
50,BL-Tabu,2303.07,50,323,ciclos,1000,1000
50,BL-Tabu,2298.38,50,326,ciclos,1000,1000
50,BL-Tabu,2316.03,50,324,ciclos,1000,1000
50,BL-Tabu,2247.03,50,347,ciclos,1000,1000
50,BL-Tabu,2311.17,50,374,ciclos,1000,1000
50,BL-Tabu,2447.7,50,344,ciclos,1000,1000
50,BL-Tabu,2306.52,50,300,ciclos,1000,1000
50,BL-Tabu,2271.44,50,311,ciclos,1000,1000
50,BL-Tabu,2231.8,50,388,ciclos,1000,1000
50,BL-Tabu,2264.55,50,309,ciclos,1000,1000
50,BL-Tabu,2227.4,50,302,ciclos,1000,1000
50,BL-Tabu,2242.55,50,335,ciclos,1000,1000
